ID,AGE,BodyMassIndex,Education,Profession,AnnualIncome,InsuranceAwareness
995,5,5,3,3,4,8
996,5,2,5,9,6,10
997,5,1,5,1,2,1
998,2,2,7,2,1,4
999,2,3,5,8,1,4
1000,4,5,5,9,1,6
1001,5,4,7,4,1,1
1002,3,1,5,10,1,9
1003,2,4,4,5,2,10
1004,4,4,1,5,4,7
1005,3,1,7,9,5,7
1006,5,3,1,10,6,2
1007,1,3,5,1,5,7
1008,1,3,6,7,3,5
1009,3,3,3,6,4,10
1010,3,1,7,7,4,9
1011,4,1,3,9,5,5
1012,4,5,6,5,5,9
1013,4,4,4,10,3,7
1014,5,1,3,8,6,7
1015,4,1,7,8,6,1
1016,2,1,1,2,3,6
1017,5,3,6,5,5,2
1018,3,5,4,5,4,1
1019,1,5,2,1,2,6
1020,1,2,1,8,6,4
1021,1,5,2,8,3,6
1022,1,5,2,3,3,10
1023,1,2,1,5,3,1
1024,1,5,6,4,6,3
1025,4,3,5,9,1,4
1026,4,3,5,5,2,10
1027,4,5,1,2,5,9
1028,2,3,2,4,4,6
1029,4,2,1,4,6,9
1030,4,5,3,1,1,6
1031,3,5,7,2,6,6
1032,1,4,5,2,6,2
1033,3,1,6,2,6,6
1034,1,4,3,7,2,3
1035,2,4,2,10,6,2
1036,4,3,7,3,3,4
1037,4,4,5,2,2,3
1038,1,4,6,1,1,9
1039,2,4,6,2,6,2
1040,3,2,1,8,4,8
1041,1,5,3,2,2,8
1042,2,1,1,8,4,9
1043,3,3,1,3,4,4
1044,2,3,7,2,3,7
1045,4,1,2,10,4,9
1046,3,5,6,3,5,5
1047,5,2,3,7,3,10
1048,3,2,2,7,4,9
1049,2,5,1,1,6,9
1050,4,2,7,5,3,10
1051,5,1,1,2,6,5
1052,1,4,4,3,2,10
1053,4,1,3,10,5,5
1054,3,2,6,6,4,8
1055,2,2,3,6,1,3
1056,1,2,3,10,6,5
1057,2,5,3,1,4,5
1058,3,1,4,10,4,4
1059,5,1,5,3,3,6
1060,5,2,5,9,3,8
1061,3,1,4,3,1,9
1062,1,4,5,6,6,3
1063,5,3,1,4,5,3
1064,3,4,3,5,6,2
1065,3,3,3,4,6,10
1066,2,2,2,10,1,7
1067,1,5,4,3,5,7
1068,5,2,1,5,6,9
1069,3,4,6,5,5,9
1070,2,2,2,6,1,8
1071,4,2,4,7,1,4
1072,4,3,3,6,5,1
1073,3,1,2,7,4,9
1074,1,3,2,2,4,9
1075,1,2,6,2,2,5
1076,3,2,5,5,5,8
1077,2,4,3,10,3,7
1078,5,2,5,6,1,5
1079,2,4,5,3,4,3
1080,2,4,5,2,1,8
1081,3,3,4,7,4,4
1082,4,4,3,3,1,5
1083,5,1,1,7,5,9
1084,3,5,7,2,6,2
1085,1,2,4,1,2,8
1086,5,5,2,2,5,9
1087,5,4,2,5,6,2
1088,3,2,1,10,3,10
1089,2,4,1,9,5,1
1090,3,1,4,1,1,6
1091,3,5,4,10,4,6
1092,1,4,4,1,1,4
1093,1,1,2,8,3,3
1094,1,2,5,2,1,7
1095,2,2,5,3,6,8
1096,3,3,7,1,5,8
1097,1,4,6,3,2,4
1098,4,4,5,1,4,1
1099,4,5,2,4,2,5
1100,2,3,3,1,2,9
1101,3,2,7,6,1,1
1102,4,5,5,10,2,1
1103,5,1,7,10,2,5
1104,1,3,5,2,2,8
1105,2,5,3,8,2,3
1106,1,3,7,4,1,7
1107,2,2,4,4,1,9
1108,3,1,4,2,2,9
1109,1,1,7,7,1,2
1110,2,1,2,8,1,7
1111,1,4,1,5,5,9
1112,5,2,7,2,4,4
1113,3,2,4,10,6,5
1114,3,4,5,9,2,2
1115,5,4,5,1,3,8
1116,1,5,3,5,5,4
1117,3,5,3,8,3,8
1118,5,5,6,2,6,10
1119,3,4,5,2,4,7
1120,1,3,2,8,5,7
1121,2,2,1,1,2,2
1122,3,1,5,5,3,4
1123,2,1,2,7,2,4
1124,3,1,7,4,5,1
1125,2,4,4,9,6,8
1126,2,1,7,7,4,1
1127,5,3,2,8,1,10
1128,5,2,4,6,4,7
1129,4,4,7,1,5,3
1130,4,2,1,3,3,9
1131,5,4,3,8,2,8
1132,5,3,5,3,3,7
1133,1,4,4,8,5,2
1134,1,1,4,3,2,9
1135,3,2,2,7,2,9
1136,3,2,4,5,1,10
1137,1,2,2,6,5,6
1138,4,3,2,4,6,2
1139,2,4,7,4,3,3
1140,1,3,4,2,2,8
1141,4,3,3,10,4,4
1142,3,1,6,4,6,10
1143,5,1,2,10,1,9
1144,4,5,4,8,2,9
1145,2,3,4,6,2,1
1146,3,5,4,8,2,9
1147,4,2,1,4,1,10
1148,3,5,3,6,5,2
1149,4,4,2,10,3,5
1150,1,5,5,1,5,2
1151,1,1,5,3,2,10
1152,4,1,1,3,1,7
1153,5,1,1,3,3,1
1154,5,2,6,6,4,10
1155,4,3,2,8,1,1
1156,5,2,2,5,1,6
1157,2,5,1,1,5,4
1158,5,1,6,6,5,8
1159,1,4,2,10,3,9
1160,5,2,5,6,2,9
1161,3,4,2,2,4,3
1162,2,5,2,4,5,2
1163,3,2,1,5,5,1
1164,1,2,4,5,3,2
1165,5,5,3,5,4,10
1166,5,4,5,8,3,1
1167,4,4,4,5,4,9
1168,3,3,3,5,5,6
1169,5,2,6,6,6,3
1170,2,3,7,8,1,4
1171,1,1,5,4,1,4
1172,1,2,5,2,4,6
1173,4,2,3,7,5,10
1174,5,3,3,7,6,9
1175,2,1,5,10,6,4
1176,5,3,1,2,5,7
1177,4,5,7,4,5,9
1178,4,4,3,10,1,7
1179,1,4,5,10,1,5
1180,1,1,3,9,1,7
1181,2,3,5,2,6,4
1182,4,1,7,5,4,9
1183,2,5,7,2,3,2
1184,3,3,3,10,1,1
1185,2,5,3,1,6,2
1186,1,1,5,4,6,7
1187,5,2,6,2,2,6
1188,2,3,4,1,4,4
1189,3,1,3,7,4,6
1190,2,5,5,6,3,7
1191,1,2,5,6,4,8
1192,2,1,1,1,1,5
1193,5,1,2,10,3,1
1194,4,1,2,1,6,5
1195,2,3,6,3,3,2
1196,1,1,3,1,3,6
1197,5,1,3,8,5,2
1198,1,5,2,10,4,1
1199,5,1,5,1,2,2
1200,2,1,3,7,2,9
1201,3,3,3,8,2,1
1202,1,4,4,4,1,2
1203,4,1,2,6,2,5
1204,3,2,1,3,1,9
1205,1,1,7,10,6,7
1206,5,3,1,10,2,3
1207,4,1,2,5,5,3
1208,3,4,7,8,2,8
1209,5,3,1,4,2,9
1210,3,3,3,2,4,9
1211,2,2,1,3,6,2
1212,3,2,7,1,6,5
1213,2,1,1,4,6,3
1214,3,2,5,7,2,8
1215,1,5,5,1,6,2
1216,2,2,3,10,4,5
1217,5,1,2,1,3,5
1218,5,2,2,7,5,10
1219,2,1,1,3,5,9
1220,5,5,6,6,3,9
1221,2,3,1,6,2,6
1222,1,1,3,9,6,6
1223,2,3,3,2,5,3
1224,1,5,6,10,1,9
1225,3,4,3,9,5,1
1226,1,4,5,8,4,3
1227,5,1,4,2,5,3
1228,3,5,1,6,5,2
1229,3,4,3,5,5,6
1230,1,4,3,8,3,6
1231,2,2,1,1,2,7
1232,1,1,3,5,3,9
1233,3,1,1,10,1,7
1234,1,2,2,4,5,8
1235,1,3,7,2,1,8
1236,2,4,7,8,2,4
1237,5,1,6,9,6,8
1238,5,1,4,3,6,9
1239,4,5,6,9,5,9
1240,3,3,5,10,5,6
1241,1,1,4,10,4,8
1242,4,5,5,2,4,7
1243,4,4,6,5,2,2
1244,2,5,2,1,4,2
1245,1,3,1,9,2,5
1246,1,3,7,9,4,9
1247,4,1,6,5,1,2
1248,5,4,3,1,4,7
1249,3,3,2,3,6,1
1250,4,5,4,6,1,2
1251,5,5,6,6,4,1
1252,1,2,3,8,3,9
1253,2,1,7,9,6,2
1254,2,1,4,7,3,4
1255,2,3,7,1,4,4
1256,3,2,4,4,3,3
1257,4,3,6,5,5,5
1258,5,3,3,1,4,6
1259,4,2,3,10,6,3
1260,3,2,6,10,4,6
1261,5,1,6,8,2,3
1262,1,1,2,9,1,10
1263,4,3,3,2,5,4
1264,2,4,2,9,6,2
1265,4,5,7,5,3,7
1266,3,2,5,6,3,6
1267,5,2,5,6,5,8
1268,5,3,4,4,4,8
1269,1,2,5,3,6,9
1270,1,4,2,6,3,5
1271,1,5,6,7,4,6
1272,5,3,6,5,4,5
1273,2,4,6,5,3,3
1274,2,3,1,2,3,2
1275,5,1,1,2,6,4
1276,3,4,3,4,6,2
1277,3,4,1,1,4,3
1278,2,2,2,1,4,9
1279,2,4,7,7,1,1
1280,2,4,4,1,1,5
1281,4,5,1,7,6,5
1282,2,5,3,4,1,1
1283,2,4,7,10,5,8
1284,4,3,2,1,6,8
1285,2,5,6,3,3,10
1286,4,1,7,4,2,5
1287,3,3,1,4,3,2
1288,4,4,4,6,1,1
1289,1,2,3,6,5,8
1290,5,2,3,5,5,4
1291,5,3,2,10,3,2
1292,5,5,2,2,3,1
1293,2,5,3,9,3,10
1294,4,2,6,4,2,8
1295,3,5,2,10,5,6
1296,2,5,4,7,2,8
1297,2,2,1,2,6,6
1298,4,3,7,3,6,10
1299,2,3,6,2,6,3
1300,4,4,5,10,5,10
1301,4,4,6,2,3,1
1302,4,1,6,10,3,7
1303,4,2,1,2,6,6
1304,1,4,2,4,2,4
1305,5,1,7,1,2,1
1306,4,3,4,10,2,7
1307,3,1,4,1,1,8
1308,4,1,4,2,4,1
1309,1,5,6,9,6,5
1310,5,3,7,9,6,2
1311,1,4,5,2,4,9
1312,3,3,3,4,5,9
1313,5,2,1,5,2,5
1314,5,2,6,9,2,10
1315,2,4,2,3,5,8
1316,5,5,3,5,2,9
1317,5,1,4,3,6,9
1318,2,1,3,1,5,5
1319,5,5,5,4,5,4
1320,5,2,4,5,3,9
1321,2,2,5,4,4,6
1322,3,2,7,1,3,4
1323,1,5,5,9,2,5
1324,1,4,6,3,2,1
1325,4,4,2,6,3,10
1326,5,2,5,6,5,5
1327,1,5,7,7,3,5
1328,5,4,2,6,1,2
1329,1,3,3,4,2,7
1330,3,1,2,9,6,9
1331,3,1,5,6,1,6
1332,4,3,2,2,2,9
1333,1,4,2,8,1,8
1334,1,3,2,5,1,1
1335,1,1,3,9,4,6
1336,1,3,7,3,3,7
1337,5,1,7,2,1,2
1338,2,2,3,5,4,4
1339,1,2,1,2,6,4
1340,1,3,4,5,4,2
1341,4,5,7,8,4,6
1342,4,1,5,9,5,4
1343,5,1,2,5,2,5
1344,2,3,1,3,1,10
1345,4,3,1,6,5,6
1346,3,2,4,8,2,10
1347,2,2,6,4,6,9
1348,3,4,7,8,3,2
1349,2,5,3,9,1,9
1350,1,4,6,7,3,2
1351,5,3,6,6,2,3
1352,3,3,4,2,1,8
1353,1,2,2,8,6,2
1354,5,1,4,3,5,5
1355,1,5,3,6,6,2
1356,3,2,5,3,3,5
1357,5,2,5,6,3,7
1358,4,5,5,9,1,2
1359,2,4,7,7,4,8
1360,5,1,3,6,3,4
1361,4,4,2,5,3,7
1362,3,4,3,1,5,6
1363,1,3,3,5,5,6
1364,2,2,1,7,2,7
1365,4,3,3,7,3,1
1366,1,2,3,7,4,4
1367,4,2,6,10,3,7
1368,3,5,7,6,5,1
1369,2,5,4,10,3,4
1370,3,3,7,4,5,9
1371,1,5,5,9,4,10
1372,5,1,3,4,2,8
1373,3,4,2,5,1,8
1374,4,4,4,1,4,7
1375,4,2,3,6,5,3
1376,5,5,4,2,3,3
1377,2,3,1,4,6,2
1378,2,5,5,8,5,3
1379,3,5,2,6,2,4
1380,2,2,1,9,1,4
1381,5,4,6,6,6,4
1382,1,1,3,5,6,5
1383,3,2,7,5,5,8
1384,2,1,6,5,3,7
1385,5,2,7,4,1,8
1386,1,3,1,2,6,2
1387,5,1,5,2,1,3
1388,3,5,5,9,3,2
1389,2,1,1,10,1,7
1390,5,5,2,9,2,2
1391,5,1,3,8,1,2
1392,4,3,3,9,5,3
1393,2,2,1,8,3,2
1394,1,5,6,6,6,7
1395,3,3,3,3,4,1
1396,1,4,3,8,4,2
1397,2,1,1,5,2,10
1398,5,3,1,5,6,8
1399,4,3,6,6,5,9
1400,5,4,1,2,2,10
1401,5,4,3,5,6,9
1402,1,2,7,3,3,9
1403,1,2,3,8,2,4
1404,2,4,3,5,5,6
1405,1,1,1,6,6,1
1406,2,3,3,6,2,3
1407,4,3,2,7,3,3
1408,3,1,5,6,1,7
1409,2,3,6,9,1,2
1410,5,2,4,3,2,6
1411,4,3,5,10,1,5
1412,3,3,1,2,2,10
1413,4,5,3,2,3,6
1414,1,4,5,3,3,2
1415,5,1,6,2,6,3
1416,2,5,3,7,4,2
1417,4,1,3,2,4,3
1418,5,2,5,2,2,1
1419,4,2,3,6,4,6
1420,5,5,6,5,5,2
1421,2,2,6,1,3,6
1422,5,1,7,9,1,9
1423,1,4,2,9,6,9
1424,5,5,7,1,1,7
1425,4,4,7,2,2,6
1426,5,4,5,6,1,1
1427,1,4,2,8,1,6
1428,1,1,3,3,5,3
1429,3,1,2,1,3,1
1430,2,2,7,4,4,7
1431,1,1,1,7,1,9
1432,1,1,3,6,4,4
1433,2,2,4,8,5,9
1434,4,4,6,9,3,1
1435,1,4,5,1,3,4
1436,5,3,2,9,1,7
1437,2,5,7,7,4,5
1438,2,1,1,5,2,2
1439,2,3,5,9,3,8
1440,5,4,2,5,6,9
1441,4,5,4,5,6,10
1442,5,4,3,2,2,2
1443,3,2,1,8,5,5
1444,2,4,5,5,2,10
1445,5,5,1,8,2,8
1446,1,4,1,8,2,4
1447,3,5,6,10,5,6
1448,4,1,3,4,6,9
1449,2,2,1,6,4,2
1450,3,3,2,9,5,3
1451,5,1,7,4,3,7
1452,2,4,3,8,3,2
1453,4,3,3,3,2,1
1454,2,1,7,2,6,5
1455,5,2,2,5,6,4
1456,5,4,1,3,6,9
1457,5,3,2,4,6,3
1458,1,4,1,9,2,1
1459,4,1,4,9,5,2
1460,1,4,6,6,5,7
1461,2,3,6,8,5,6
1462,4,5,6,4,3,4
1463,2,2,3,9,2,5
1464,5,5,6,6,4,8
1465,1,4,4,7,1,7
1466,5,1,4,7,6,2
1467,2,3,2,2,2,3
1468,3,3,1,10,4,4
1469,3,1,3,3,1,4
1470,4,4,1,6,6,8
1471,3,4,2,1,2,9
1472,4,5,7,5,1,8
1473,3,1,1,5,2,8
1474,4,2,2,7,2,1
1475,5,5,2,4,4,1
1476,2,1,1,4,3,5
1477,1,5,4,5,6,3
1478,2,4,3,4,3,6
1479,3,4,7,6,6,8
1480,1,2,3,5,3,7
1481,1,5,5,8,3,8
1482,4,3,4,10,4,9
1483,3,4,4,1,6,8
1484,3,3,6,9,3,8
1485,2,3,1,9,1,10
1486,1,4,3,7,2,8
1487,5,4,3,8,2,9
1488,1,3,1,3,1,9
1489,1,1,1,8,4,7
1490,5,4,1,1,1,6
1491,5,1,4,8,2,10
1492,5,2,4,2,5,5
1493,2,3,4,5,3,5
1494,4,2,4,8,1,2
1495,4,3,5,1,2,5
1496,2,4,3,7,6,2
1497,1,2,5,1,5,3
1498,4,5,3,5,2,1
1499,2,1,7,2,4,6
1500,5,1,4,5,4,10
1501,4,1,1,7,3,2
1502,3,4,1,4,6,9
1503,4,2,2,10,3,10
1504,5,4,5,5,1,9
1505,1,1,1,3,4,2
1506,3,1,1,2,4,9
1507,4,1,6,4,3,8
1508,5,2,2,2,5,10
1509,3,3,6,2,4,8
1510,2,3,4,6,5,7
1511,3,4,1,6,2,1
1512,1,3,6,7,6,6
1513,3,5,1,1,2,8
1514,3,1,7,8,5,5
1515,1,4,3,1,2,4
1516,3,4,5,8,5,1
1517,3,2,4,5,4,1
1518,3,3,1,8,4,2
1519,3,4,5,2,6,8
1520,2,2,1,10,6,6
1521,5,1,5,1,1,5
1522,5,2,2,5,4,3
1523,1,5,4,4,5,1
1524,5,2,5,5,3,1
1525,1,5,4,6,3,1
1526,3,4,4,10,5,6
1527,3,5,3,7,1,3
1528,4,4,5,4,6,4
1529,4,4,1,7,5,10
1530,4,3,4,3,6,10
1531,2,1,2,9,1,8
1532,3,5,1,6,6,3
1533,2,2,1,5,6,7
1534,3,3,5,5,1,9
1535,3,2,1,8,6,9
1536,4,2,6,5,4,4
1537,3,3,3,1,5,8
1538,1,2,1,2,3,10
1539,5,4,5,9,2,8
1540,4,3,7,6,1,3
1541,3,4,4,8,1,1
1542,3,4,7,4,2,2
1543,3,5,2,5,5,10
1544,2,4,3,1,3,5
1545,2,1,6,6,2,4
1546,5,5,4,7,3,2
1547,5,3,3,2,1,4
1548,2,2,1,8,4,9
1549,4,5,7,6,6,2
1550,2,3,3,6,6,1
1551,3,5,1,10,5,5
1552,5,1,7,9,4,2
1553,2,3,6,10,3,4
1554,4,4,5,6,1,3
1555,2,4,5,1,6,4
1556,1,3,3,9,5,8
1557,1,4,4,9,3,5
1558,3,4,5,1,5,7
1559,1,5,5,7,1,4
1560,2,5,4,8,6,4
1561,3,5,1,6,5,10
1562,2,3,2,5,1,3
1563,5,4,6,4,5,3
1564,3,2,5,1,1,7
1565,4,1,6,7,4,8
1566,3,2,5,10,5,6
1567,2,1,3,4,1,8
1568,5,4,2,4,1,6
1569,5,1,3,9,5,3
1570,2,5,1,10,5,8
1571,4,4,6,6,2,3
1572,4,3,4,1,3,8
1573,5,4,2,10,4,1
1574,2,4,7,3,6,5
1575,1,4,2,1,5,4
1576,2,2,2,5,4,6
1577,2,3,6,3,5,6
1578,5,1,6,7,1,6
1579,2,4,7,10,6,5
1580,3,2,2,6,5,9
1581,5,3,2,10,5,4
1582,3,4,2,6,2,2
1583,2,3,4,9,3,5
1584,3,3,2,6,2,1
1585,1,5,7,9,5,9
1586,1,5,3,3,4,7
1587,3,2,2,7,3,3
1588,2,1,2,2,6,7
1589,2,3,6,3,4,9
1590,1,1,3,5,2,10
1591,4,4,6,10,1,7
1592,1,4,2,5,6,2
1593,3,4,4,6,3,2
1594,1,1,4,10,6,2
1595,1,3,1,8,6,2
1596,5,5,4,8,1,4
1597,3,1,2,4,2,6
1598,3,2,6,3,1,9
1599,4,3,7,9,2,7
1600,1,4,4,3,3,2
1601,4,1,4,7,1,3
1602,5,5,3,2,5,1
1603,2,2,4,9,3,2
1604,1,4,3,7,1,10
1605,4,2,7,10,5,4
1606,4,3,5,7,2,9
1607,3,3,1,1,5,8
1608,4,4,2,6,2,4
1609,2,1,6,2,3,7
1610,4,2,5,1,2,9
1611,1,1,3,10,5,6
1612,1,1,1,7,6,4
1613,4,3,7,4,5,8
1614,1,1,1,9,5,7
1615,5,3,1,4,4,10
1616,1,1,2,7,3,4
1617,1,1,3,7,3,7
1618,3,3,3,6,1,1
1619,4,3,3,10,4,4
1620,3,2,4,8,5,4
1621,4,1,5,9,1,10
1622,2,5,1,9,5,5
1623,5,5,5,7,2,3
1624,4,4,5,5,6,7
1625,4,1,6,6,1,7
1626,3,1,6,7,5,1
1627,2,5,6,1,4,1
1628,1,5,3,10,4,3
1629,1,4,4,9,6,3
1630,2,3,6,4,2,3
1631,3,3,7,5,3,7
1632,4,4,3,3,1,8
1633,1,1,2,6,4,6
1634,3,1,5,7,6,7
1635,4,3,3,8,6,6
1636,1,1,5,5,1,4
1637,4,2,1,4,6,7
1638,2,1,3,8,4,3
1639,4,2,6,7,3,4
1640,5,1,2,1,3,10
1641,2,4,3,6,3,1
1642,1,5,4,9,2,4
1643,1,4,4,10,2,2
1644,1,4,7,1,1,9
1645,1,4,6,1,6,10
1646,1,5,5,1,2,7
1647,2,4,7,9,6,5
1648,3,2,3,2,2,4
1649,2,5,4,4,3,5
1650,3,3,7,6,6,7
1651,3,2,1,9,6,5
1652,5,1,5,4,6,9
1653,1,5,1,2,3,7
1654,3,1,4,2,4,3
1655,3,2,7,5,1,10
1656,4,5,3,6,4,2
1657,3,4,2,9,2,6
1658,1,4,4,6,6,10
1659,3,2,7,2,5,8
1660,1,2,4,4,6,9
1661,4,1,5,2,4,7
1662,4,3,4,7,5,3
1663,3,4,7,5,5,1
1664,4,1,4,3,4,7
1665,1,4,7,3,4,5
1666,3,4,7,1,6,5
1667,3,1,4,6,6,1
1668,3,2,4,7,1,8
1669,4,2,6,3,1,7
1670,2,1,4,4,2,8
1671,2,4,5,8,4,7
1672,5,1,7,1,4,9
1673,2,4,5,9,4,4
1674,3,2,5,3,5,4
1675,1,1,7,8,3,4
1676,5,1,3,1,5,3
1677,3,4,5,8,6,9
1678,5,2,4,1,4,4
1679,2,4,4,10,5,4
1680,1,1,1,4,6,4
1681,3,3,5,5,4,5
1682,2,1,1,3,3,5
1683,5,2,5,7,3,8
1684,1,2,2,1,1,3
1685,3,4,1,8,5,9
1686,4,5,1,7,2,10
1687,1,1,4,5,3,9
1688,3,4,7,9,1,1
1689,1,2,3,8,1,8
1690,3,5,2,6,6,1
1691,2,2,1,4,5,7
1692,3,4,7,6,2,2
1693,2,1,7,9,3,6
1694,4,3,3,7,6,2
1695,5,5,7,7,6,4
1696,2,2,4,4,6,2
1697,4,4,1,5,6,3
1698,1,3,2,6,2,4
1699,5,1,1,5,4,4
1700,4,3,3,3,4,7
1701,3,1,2,4,6,6
1702,4,4,3,9,4,1
1703,4,4,4,5,2,3
1704,3,3,2,5,4,5
1705,4,1,3,7,6,2
1706,1,3,4,2,2,8
1707,3,2,2,8,2,5
1708,2,5,3,3,3,10
1709,5,5,7,9,2,3
1710,2,2,5,10,3,1
1711,3,1,6,5,3,4
1712,2,4,6,9,4,1
1713,2,2,1,3,2,4
1714,3,5,1,6,1,3
1715,3,2,3,7,4,5
1716,1,2,4,4,1,3
1717,1,1,4,7,1,8
1718,1,1,5,9,3,5
1719,5,2,3,4,5,7
1720,1,1,1,9,1,5
1721,1,4,4,7,5,6
1722,4,3,6,3,5,10
1723,4,1,2,7,5,7
1724,1,5,5,10,3,10
1725,3,3,1,6,2,9
1726,2,4,5,1,6,9
1727,2,4,2,9,4,2
1728,3,3,5,5,6,7
1729,3,2,2,7,2,1
1730,1,1,4,5,6,1
1731,5,5,7,7,2,4
1732,2,2,1,4,5,9
1733,1,2,2,7,1,1
1734,5,1,2,2,6,3
1735,2,4,7,4,6,4
1736,5,1,5,2,4,7
1737,3,2,6,4,3,1
1738,5,3,7,6,4,9
1739,1,1,3,1,1,3
1740,1,1,4,3,4,5
1741,1,3,5,7,1,2
1742,4,3,2,2,3,1
1743,4,4,4,6,2,4
1744,1,2,6,1,2,5
1745,3,5,7,4,2,5
1746,5,3,1,1,5,3
1747,3,1,2,4,5,2
1748,4,2,2,4,6,1
1749,2,5,6,2,3,6
1750,1,2,7,9,1,3
1751,5,2,6,10,6,1
1752,4,4,5,8,6,2
1753,5,3,6,10,2,1
1754,2,5,5,2,5,6
1755,1,4,6,7,3,4
1756,5,1,2,4,6,1
1757,3,2,6,4,2,2
1758,4,5,6,7,3,4
1759,4,1,2,5,4,3
1760,4,4,2,10,2,6
1761,5,4,3,5,3,4
1762,1,1,4,9,6,1
1763,1,2,3,3,6,8
1764,1,3,6,6,6,2
1765,5,2,3,10,2,1
1766,4,5,7,9,6,7
1767,4,1,2,5,3,4
1768,1,4,2,1,6,9
1769,1,3,6,8,3,6
1770,2,3,1,8,6,10
1771,4,1,7,4,4,7
1772,3,3,4,4,6,3
1773,5,3,6,9,3,9
1774,5,1,4,3,6,1
1775,4,5,2,5,3,3
1776,3,2,2,10,4,3
1777,4,3,3,9,1,3
1778,5,3,4,10,5,8
1779,1,2,4,2,3,7
1780,5,1,4,5,3,5
1781,1,4,7,6,6,5
1782,5,2,1,4,6,10
1783,3,2,7,4,6,2
1784,2,5,6,6,6,3
1785,1,5,4,9,3,8
1786,2,5,5,3,1,10
1787,4,1,1,2,1,3
1788,3,5,3,3,6,1
1789,1,3,3,9,6,2
1790,3,4,4,2,2,10
1791,3,3,4,9,5,8
1792,3,2,5,1,3,4
1793,3,3,1,3,5,7
1794,4,1,2,5,2,1
1795,5,4,7,4,5,8
1796,4,4,6,4,1,2
1797,2,4,1,6,6,9
1798,1,1,1,3,6,9
1799,1,2,5,8,6,10
1800,2,1,6,7,5,9
1801,1,2,6,2,2,10
1802,5,5,6,9,5,8
1803,3,5,3,5,1,3
1804,5,2,5,5,6,7
1805,4,5,5,8,6,8
1806,1,1,4,5,3,5
1807,1,1,3,7,6,10
1808,3,1,7,8,1,6
1809,5,2,7,8,4,8
1810,1,4,2,1,6,8
1811,1,4,1,9,5,2
1812,1,2,4,8,2,10
1813,2,5,3,7,3,9
1814,3,1,4,8,6,8
1815,3,1,6,9,6,4
1816,5,2,1,1,4,1
1817,4,1,3,5,1,10
1818,2,1,1,9,5,10
1819,5,2,4,5,1,5
1820,4,3,2,5,2,10
1821,4,1,7,10,6,2
1822,3,1,4,10,3,1
1823,1,5,2,9,3,2
1824,1,5,4,8,6,4
1825,5,4,4,10,4,4
1826,5,5,1,8,6,7
1827,5,5,1,4,4,4
1828,5,5,6,2,2,6
1829,4,1,2,2,3,4
1830,3,4,6,5,2,4
1831,2,3,6,6,3,3
1832,4,3,6,1,4,8
1833,5,5,2,2,5,8
1834,2,3,3,2,2,5
1835,5,3,5,3,5,6
1836,4,5,5,6,3,7
1837,3,5,1,5,2,6
1838,4,2,7,1,2,2
1839,3,3,5,6,4,8
1840,1,2,5,3,3,6
1841,2,3,4,9,2,2
1842,4,5,7,3,2,9
1843,5,4,5,3,4,9
1844,2,5,1,8,5,3
1845,4,2,6,3,3,5
1846,5,3,1,9,2,2
1847,2,2,4,3,1,3
1848,4,5,3,7,5,7
1849,3,3,3,1,3,5
1850,4,3,3,3,3,6
1851,2,4,4,3,1,3
1852,2,5,2,5,1,3
1853,1,1,2,4,5,8
1854,3,2,4,9,5,3
1855,4,5,4,7,5,5
1856,2,2,6,6,6,7
1857,4,1,2,7,3,4
1858,1,5,5,1,4,3
1859,2,5,7,3,5,5
1860,1,3,1,4,2,4
1861,1,2,1,5,2,5
1862,3,5,4,9,3,9
1863,5,4,2,2,6,7
1864,1,2,1,10,2,3
1865,5,4,6,4,3,3
1866,3,1,6,9,3,2
1867,2,5,4,9,3,5
1868,2,4,6,7,1,3
1869,4,2,6,6,5,6
1870,1,2,2,1,5,9
1871,3,3,7,6,4,5
1872,3,2,3,1,1,5
1873,2,2,4,5,2,6
1874,3,4,3,3,2,6
1875,3,1,4,1,5,10
1876,5,5,6,7,4,4
1877,5,2,1,1,2,7
1878,5,4,4,10,3,9
1879,5,2,7,6,2,2
1880,1,1,1,7,3,1
1881,3,4,4,10,4,8
1882,5,5,4,2,3,7
1883,3,3,4,4,6,3
1884,4,4,6,5,5,3
1885,1,4,6,5,6,8
1886,4,2,4,4,1,4
1887,5,1,3,1,1,7
1888,1,2,7,7,5,8
1889,4,5,5,8,5,4
1890,2,4,6,9,3,6
1891,3,2,1,4,5,8
1892,2,3,6,7,6,6
1893,4,4,4,7,1,1
1894,1,4,4,5,6,4
1895,3,1,3,9,1,5
1896,3,4,2,6,1,9
1897,3,4,7,4,5,5
1898,5,5,4,10,2,1
1899,2,2,2,6,5,6
1900,4,2,1,4,4,6
1901,3,5,2,10,2,6
1902,4,1,7,2,5,6
1903,1,4,1,8,1,5
1904,5,4,7,9,3,3
1905,4,3,7,4,1,6
1906,1,5,7,7,1,7
1907,4,3,1,7,5,3
1908,4,4,6,1,3,9
1909,1,3,2,7,4,6
1910,1,4,4,8,5,5
1911,3,1,5,5,5,6
1912,2,2,6,3,3,2
1913,3,5,5,2,1,4
1914,5,2,7,2,2,8
1915,2,3,4,5,6,7
1916,2,2,3,8,1,7
1917,4,4,4,3,5,9
1918,5,4,6,1,1,9
1919,5,1,4,2,6,8
1920,2,2,1,6,5,10
1921,5,2,4,7,4,10
1922,1,4,5,8,5,7
1923,5,2,3,6,4,2
1924,2,2,5,6,5,4
